submission_date,submission_client,submission_asset,submission_service,submission_snap_time,submission_curr_1,submission_curr_2,submission_onshore_offshore_curr_1,submission_onshore_offshore_curr_2,submission_instrument_type,submission_tenor,submission_fwrd_conversion_factor,submission_value_source,submission_value_source_ref_id,submission_spot_reference_price,submission_mid_fwrd_outright,submission_mid_fwrd_points
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,IDR,,Offshore,Forward,6M,1,,,14317,14615,298
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,IDR,,Offshore,Forward,9M,1,,,14317,14770.84699,453.8469945
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,IDR,,Offshore,Forward,1Y,1,,,14317,14925,608
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,IDR,,Offshore,Forward,18M,1,,,14317,15225.17025,908.1702509
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,IDR,,Offshore,Forward,2Y,1,,,14317,15513.68451,1196.684508
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,IDR,,Offshore,Forward,3Y,1,,,14317,16118.61182,1801.611815
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,IDR,,Offshore,Forward,4Y,1,,,14317,16744.60377,2427.60377
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,IDR,,Offshore,Forward,5Y,1,,,14317,17463.37068,3146.370681
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,IDR,,Offshore,Forward,7Y,1,,,14317,18950.37252,4633.37252
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,IDR,,Offshore,Forward,10Y,1,,,14317,21250.26342,6933.263424
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,IDR,,Offshore,Forward,15Y,1,,,14317,25636.37434,11319.37434
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,IDR,,Offshore,Forward,20Y,1,,,14317,30978.17114,16661.17114
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,IDR,,Offshore,Forward,25Y,1,,,14317,37844.01932,23527.01932
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,IDR,,Offshore,Forward,30Y,1,,,14317,46492.36106,32175.36106
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,ILS,,,Spot Price,Spot,,,,3.13975,,3.13975
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,ILS,,,Forward,ON,10000,,,3.13975,3.139736432,-0.135677767
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,ILS,,,Forward,TN,10000,,,3.13975,3.139736432,-0.135677767
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,ILS,,,Forward,SpotNext,10000,,,3.13975,3.139736432,-0.135677767
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,ILS,,,Forward,1W,10000,,,3.13975,3.139475,-2.75
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,ILS,,,Forward,2W,10000,,,3.13975,3.138302879,-14.47121418
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,ILS,,,Forward,1M,10000,,,3.13975,3.134566667,-51.833333
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,ILS,,,Forward,2M,10000,,,3.13975,3.132225,-75.25
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,ILS,,,Forward,3M,10000,,,3.13975,3.130291667,-94.583333
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,ILS,,,Forward,6M,10000,,,3.13975,3.1249,-148.5
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,ILS,,,Forward,9M,10000,,,3.13975,3.11785,-219
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,ILS,,,Forward,1Y,10000,,,3.13975,3.108391667,-313.583333
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,ILS,,,Forward,18M,10000,,,3.13975,3.087165005,-525.8499517
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,ILS,,,Forward,2Y,10000,,,3.13975,3.062591067,-771.5893343
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,ILS,,,Forward,3Y,10000,,,3.13975,3.014467351,-1252.826492
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,ILS,,,Forward,4Y,10000,,,3.13975,2.976283666,-1634.663338
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,ILS,,,Forward,5Y,10000,,,3.13975,2.945690808,-1940.591918
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,ILS,,,Forward,7Y,10000,,,3.13975,2.892057137,-2476.928632
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,ILS,,,Forward,10Y,10000,,,3.13975,2.844335101,-2954.148987
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,ILS,,,Forward,15Y,10000,,,3.13975,2.773431598,-3663.184022
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,ILS,,,Forward,20Y,10000,,,3.13975,2.743848877,-3959.011228
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,ILS,,,Forward,25Y,10000,,,3.13975,2.661988593,-4777.614074
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,ILS,,,Forward,30Y,10000,,,3.13975,2.513717559,-6260.324406
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,INR,,,Spot Price,Spot,,,,74.9928,,74.9928
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,INR,,Offshore,Forward,ON,100,,,74.9928,74.99820597,0.540597362
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,INR,,Offshore,Forward,TN,100,,,74.9928,74.99820597,0.540597362
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,INR,,Offshore,Forward,SpotNext,100,,,74.9928,74.99820597,0.540597362
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,INR,,Offshore,Forward,1W,100,,,74.9928,75.03065,3.785
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,INR,,Offshore,Forward,2W,100,,,74.9928,75.08917,9.637
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,INR,,Offshore,Forward,1M,100,,,74.9928,75.23965,24.685
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,INR,,Offshore,Forward,2M,100,,,74.9928,75.48765,49.485
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,INR,,Offshore,Forward,3M,100,,,74.9928,75.72965,73.685
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,INR,,Offshore,Forward,6M,100,,,74.9928,76.77465,178.185
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,INR,,Offshore,Forward,9M,100,,,74.9928,77.67454071,268.174071
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,INR,,Offshore,Forward,1Y,100,,,74.9928,78.56465,357.185
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,INR,,Offshore,Forward,18M,100,,,74.9928,80.35774184,536.4941838
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,INR,,Offshore,Forward,2Y,100,,,74.9928,82.10711221,711.4312211
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,INR,,Offshore,Forward,3Y,100,,,74.9928,85.81310006,1082.030006
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,INR,,Offshore,Forward,4Y,100,,,74.9928,89.43407325,1444.127325
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,INR,,Offshore,Forward,5Y,100,,,74.9928,93.39657514,1840.377514
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,INR,,Offshore,Forward,7Y,100,,,74.9928,101.6472979,2665.449788
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,INR,,Offshore,Forward,10Y,100,,,74.9928,114.7636606,3977.086062
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,INR,,Offshore,Forward,15Y,100,,,74.9928,140.0388671,6504.606707
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,INR,,Offshore,Forward,20Y,100,,,74.9928,171.1589717,9616.617172
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,INR,,Offshore,Forward,25Y,100,,,74.9928,211.4915691,13649.87691
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,INR,,Offshore,Forward,30Y,100,,,74.9928,262.8007529,18780.79529
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,JPY,,,Spot Price,Spot,,,,112.6975,,112.6975
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,JPY,,,Forward,ON,100,,,112.6975,112.69705,-0.045
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,JPY,,,Forward,TN,100,,,112.6975,112.69705,-0.045
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,JPY,,,Forward,SpotNext,100,,,112.6975,112.69705,-0.045
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,JPY,,,Forward,1W,100,,,112.6975,112.69422,-0.328
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,JPY,,,Forward,2W,100,,,112.6975,112.69,-0.75
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,JPY,,,Forward,1M,100,,,112.6975,112.61225,-8.525
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,JPY,,,Forward,2M,100,,,112.6975,112.58535,-11.215
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,JPY,,,Forward,3M,100,,,112.6975,112.55665,-14.085
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,JPY,,,Forward,6M,100,,,112.6975,112.4343,-26.32
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,JPY,,,Forward,9M,100,,,112.6975,112.2631,-43.44
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,JPY,,,Forward,1Y,100,,,112.6975,112.0431,-65.44
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,JPY,,,Forward,18M,100,,,112.6975,111.4185,-127.9
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,JPY,,,Forward,2Y,100,,,112.6975,110.5384,-215.91
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,JPY,,,Forward,3Y,100,,,112.6975,108.1501377,-454.7362338
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,JPY,,,Forward,4Y,100,,,112.6975,105.9523669,-674.5133086
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,JPY,,,Forward,5Y,100,,,112.6975,103.8030615,-889.4438522
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,JPY,,,Forward,7Y,100,,,112.6975,99.468022,-1322.9478
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,JPY,,,Forward,10Y,100,,,112.6975,93.63923437,-1905.826563
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,JPY,,,Forward,15Y,100,,,112.6975,85.07449252,-2762.300748
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,JPY,,,Forward,20Y,100,,,112.6975,78.22921992,-3446.828008
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,JPY,,,Forward,25Y,100,,,112.6975,73.43227577,-3926.522423
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,JPY,,,Forward,30Y,100,,,112.6975,69.7645331,-4293.29669
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,KRW,,,Spot Price,Spot,,,,1183,,1183
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,KRW,,Offshore,Forward,ON,100,,,1183,1183.000414,0.04142422
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,KRW,,Offshore,Forward,TN,100,,,1183,1183.000414,0.04142422
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,KRW,,Offshore,Forward,SpotNext,100,,,1183,1183.000414,0.04142422
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,KRW,,Offshore,Forward,1W,100,,,1183,1183.0029,0.29
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,KRW,,Offshore,Forward,2W,100,,,1183,1183.003488,0.348796244
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,KRW,,Offshore,Forward,1M,100,,,1183,1183.005,0.5
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,KRW,,Offshore,Forward,2M,100,,,1183,1183.011,1.1
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,KRW,,Offshore,Forward,3M,100,,,1183,1183.0155,1.55
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,KRW,,Offshore,Forward,6M,100,,,1183,1183.033,3.3
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,KRW,,Offshore,Forward,9M,100,,,1183,1183.045813,4.581282802
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,KRW,,Offshore,Forward,1Y,100,,,1183,1183.0585,5.85
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,KRW,,Offshore,Forward,18M,100,,,1183,1183.041782,4.17820738
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,KRW,,Offshore,Forward,2Y,100,,,1183,1183.022658,2.265766279
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,KRW,,Offshore,Forward,3Y,100,,,1183,1182.994852,-0.51483627
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,KRW,,Offshore,Forward,4Y,100,,,1183,1182.956649,-4.335117423
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,KRW,,Offshore,Forward,5Y,100,,,1183,1182.928017,-7.198321272
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,KRW,,Offshore,Forward,7Y,100,,,1183,1182.882486,-11.75138732
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,KRW,,Offshore,Forward,10Y,100,,,1183,1182.809332,-19.06675682
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,KRW,,Offshore,Forward,15Y,100,,,1183,1182.716688,-28.33124443
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,KRW,,Offshore,Forward,20Y,100,,,1183,1182.58575,-41.42498906
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,KRW,,Offshore,Forward,25Y,100,,,1183,1182.514986,-48.50141054
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,KRW,,Offshore,Forward,30Y,100,,,1183,1182.52402,-47.59804023
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,MXN,,,Spot Price,Spot,,,,21.311325,,21.311325
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,MXN,,,Forward,ON,10000,,,21.311325,21.317575,62.5
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,MXN,,,Forward,TN,10000,,,21.311325,21.317575,62.5
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,MXN,,,Forward,SpotNext,10000,,,21.311325,21.317575,62.5
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,MXN,,,Forward,1W,10000,,,21.311325,21.349825,385
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,MXN,,,Forward,2W,10000,,,21.311325,21.38044488,691.1987828
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,MXN,,,Forward,1M,10000,,,21.311325,21.45035138,1390.263789
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,MXN,,,Forward,2M,10000,,,21.311325,21.56346733,2521.423302
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,MXN,,,Forward,3M,10000,,,21.311325,21.66971527,3583.902697
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,MXN,,,Forward,6M,10000,,,21.311325,22.03147115,7201.461496
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,MXN,,,Forward,9M,10000,,,21.311325,22.40123017,10899.05168
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,MXN,,,Forward,1Y,10000,,,21.311325,22.76697029,14556.45288
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,MXN,,,Forward,18M,10000,,,21.311325,23.50903083,21977.05832
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,MXN,,,Forward,2Y,10000,,,21.311325,24.2672674,29559.42399
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,MXN,,,Forward,3Y,10000,,,21.311325,25.76338178,44520.56779
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,MXN,,,Forward,4Y,10000,,,21.311325,27.25926268,59479.37678
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,MXN,,,Forward,5Y,10000,,,21.311325,28.73552672,74242.01717
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,MXN,,,Forward,7Y,10000,,,21.311325,31.96400784,106526.8284
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,MXN,,,Forward,10Y,10000,,,21.311325,37.14123176,158299.0676
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,MXN,,,Forward,15Y,10000,,,21.311325,49.91508696,286037.6196
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,MXN,,,Forward,20Y,10000,,,21.311325,69.24543132,479341.0632
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,MXN,,,Forward,25Y,10000,,,21.311325,91.39213067,700808.0567
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,MXN,,,Forward,30Y,10000,,,21.311325,117.0219767,957106.5173
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,MYR,,,Spot Price,Spot,,,,4.2128,,4.2128
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,MYR,,Offshore,Forward,ON,10000,,,4.2128,4.21348538,6.853796821
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,MYR,,Offshore,Forward,TN,10000,,,4.2128,4.21348538,6.853796821
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,MYR,,Offshore,Forward,SpotNext,10000,,,4.2128,4.21348538,6.853796821
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,MYR,,Offshore,Forward,1W,10000,,,4.2128,4.2176,48
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,MYR,,Offshore,Forward,2W,10000,,,4.2128,4.218552,57.52
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,MYR,,Offshore,Forward,1M,10000,,,4.2128,4.221,82
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,MYR,,Offshore,Forward,2M,10000,,,4.2128,4.225,122
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,MYR,,Offshore,Forward,3M,10000,,,4.2128,4.231,182
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,MYR,,Offshore,Forward,6M,10000,,,4.2128,4.243,302
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,MYR,,Offshore,Forward,9M,10000,,,4.2128,4.254562842,417.628415
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,MYR,,Offshore,Forward,1Y,10000,,,4.2128,4.266,532
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,MYR,,Offshore,Forward,18M,10000,,,4.2128,4.302316709,895.1670901
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,MYR,,Offshore,Forward,2Y,10000,,,4.2128,4.330863171,1180.631714
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,MYR,,Offshore,Forward,3Y,10000,,,4.2128,4.345457212,1326.572122
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,MYR,,Offshore,Forward,4Y,10000,,,4.2128,4.360715393,1479.153929
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,MYR,,Offshore,Forward,5Y,10000,,,4.2128,4.376981687,1641.816868
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,MYR,,Offshore,Forward,7Y,10000,,,4.2128,4.694421685,4816.216852
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,MYR,,Offshore,Forward,10Y,10000,,,4.2128,4.913766981,7009.66981
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,MYR,,Offshore,Forward,15Y,10000,,,4.2128,5.29218242,10793.8242
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,MYR,,Offshore,Forward,20Y,10000,,,4.2128,5.709024909,14962.24909
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,MYR,,Offshore,Forward,25Y,10000,,,4.2128,6.226319185,20135.19185
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,MYR,,Offshore,Forward,30Y,10000,,,4.2128,6.829212985,26164.12985
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,NOK,,,Spot Price,Spot,,,,9.055446855,,9.055446855
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,NOK,,,Forward,ON,10000,,,9.055446855,9.055515855,0.69
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,NOK,,,Forward,TN,10000,,,9.055446855,9.055515855,0.69
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,NOK,,,Forward,SpotNext,10000,,,9.055446855,9.055515855,0.69
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,NOK,,,Forward,1W,10000,,,9.055446855,9.055887855,4.41
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,NOK,,,Forward,2W,10000,,,9.055446855,9.056292855,8.46
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,NOK,,,Forward,1M,10000,,,9.055446855,9.056605855,11.59
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,NOK,,,Forward,2M,10000,,,9.055446855,9.060836855,53.9
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,NOK,,,Forward,3M,10000,,,9.055446855,9.064877855,94.31
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,NOK,,,Forward,6M,10000,,,9.055446855,9.079520855,240.74
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,NOK,,,Forward,9M,10000,,,9.055446855,9.094597855,391.51
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,NOK,,,Forward,1Y,10000,,,9.055446855,9.111458855,560.12
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,NOK,,,Forward,18M,10000,,,9.055446855,9.131822351,763.7549694
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,NOK,,,Forward,2Y,10000,,,9.055446855,9.139744888,842.9803339
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,NOK,,,Forward,3Y,10000,,,9.055446855,9.150833874,953.8701988
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,NOK,,,Forward,4Y,10000,,,9.055446855,9.161183743,1057.368885
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,NOK,,,Forward,5Y,10000,,,9.055446855,9.171361093,1159.142389
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,NOK,,,Forward,7Y,10000,,,9.055446855,9.164096354,1086.494995
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,NOK,,,Forward,10Y,10000,,,9.055446855,9.114358794,589.1193923
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,NOK,,,Forward,15Y,10000,,,9.055446855,8.850703674,-2047.4318
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,NOK,,,Forward,20Y,10000,,,9.055446855,8.472904281,-5825.425739
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,NOK,,,Forward,25Y,10000,,,9.055446855,8.250656726,-8047.901288
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,NOK,,,Forward,30Y,10000,,,9.055446855,8.004002318,-10514.44537
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,PHP,,,Spot Price,Spot,,,,50.362,,50.362
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,PHP,,Offshore,Forward,ON,1000,,,50.362,50.36209999,0.099993051
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,PHP,,Offshore,Forward,TN,1000,,,50.362,50.36209999,0.099993051
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,PHP,,Offshore,Forward,SpotNext,1000,,,50.362,50.36209999,0.099993051
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,PHP,,Offshore,Forward,1W,1000,,,50.362,50.3628,0.8
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,PHP,,Offshore,Forward,2W,1000,,,50.362,50.36496,2.96
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,PHP,,Offshore,Forward,1M,1000,,,50.362,50.3718,9.8
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,PHP,,Offshore,Forward,2M,1000,,,50.362,50.3833,21.3
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,PHP,,Offshore,Forward,3M,1000,,,50.362,50.3943,32.3
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,USD,PHP,,Offshore,Forward,6M,1000,,,50.362,50.4296,67.6
